frame.number,frame.time,wlan_radio.channel,_ws.col.protocol,_ws.col.info,frame.len,frame.time_delta_displayed,"ppi_gps.alt",wlan.bssid_70:4f:57:79:72:c2,wlan.bssid_70:4f:57:aa:af:b4,wlan.bssid_70:4f:57:aa:c1:f2,wlan.bssid_b0:4e:26:ec:47:62,wlan.bssid_ff:ff:ff:ff:ff:ff,wlan.sa_48:8e:ef:b4:10:08,wlan.sa_50:7a:55:b5:be:6e,wlan.sa_52:a2:0c:a1:47:6d,wlan.sa_56:f7:45:6b:50:ff,wlan.sa_6e:17:48:db:f2:d6,wlan.sa_6e:95:b8:26:0f:8b,wlan.sa_70:4f:57:79:72:c2,wlan.sa_70:4f:57:aa:af:b4,wlan.sa_70:4f:57:aa:c1:f2,wlan.sa_74:c1:7d:ba:22:a2,wlan.sa_82:a3:fb:8b:c0:d1,wlan.sa_86:15:03:11:13:8a,wlan.sa_b0:10:41:11:9c:85,wlan.sa_b0:4e:26:ec:47:62,wlan.sa_b6:08:9d:39:20:6c,wlan.sa_c6:dd:b1:a7:4c:75,wlan.sa_d6:22:00:0a:45:36,wlan.sa_ee:61:6b:36:cd:c0,wlan.ta_52:a2:0c:a1:47:6d,wlan.ta_56:f7:45:6b:50:ff,wlan.ta_6e:17:48:db:f2:d6,wlan.ta_6e:95:b8:26:0f:8b,wlan.ta_70:4f:57:79:72:c2,wlan.ta_70:4f:57:aa:af:b4,wlan.ta_70:4f:57:aa:c1:f2,wlan.ta_74:c1:7d:ba:22:a2,wlan.ta_82:a3:fb:8b:c0:d1,wlan.ta_86:15:03:11:13:8a,wlan.ta_b0:10:41:11:9c:85,wlan.ta_b0:4e:26:ec:47:62,wlan.ta_b6:08:9d:39:20:6c,wlan.ta_c6:dd:b1:a7:4c:75,wlan.ta_d6:22:00:0a:45:36,wlan.ta_ee:61:6b:36:cd:c0,wlan.ra_01:00:5e:00:00:16,wlan.ra_01:00:5e:00:00:fb,wlan.ra_01:00:5e:7f:ff:fa,wlan.ra_02:d6:f4:b5:b9:7b,wlan.ra_1a:ca:97:a6:3f:f2,wlan.ra_33:33:00:00:00:0c,wlan.ra_33:33:00:00:00:16,wlan.ra_33:33:00:00:00:fb,wlan.ra_33:33:ff:06:6e:9e,wlan.ra_33:33:ff:24:56:64,wlan.ra_33:33:ff:53:a9:67,wlan.ra_3c:15:c2:d6:bf:b6,wlan.ra_48:8e:ef:b4:10:08,wlan.ra_4a:fa:06:63:b9:0b,wlan.ra_4c:eb:bd:07:f4:b1,wlan.ra_50:7a:55:b5:be:6e,wlan.ra_52:a2:0c:a1:47:6d,wlan.ra_56:f7:45:6b:50:ff,wlan.ra_5a:1d:ec:42:9e:4a,wlan.ra_6e:17:48:db:f2:d6,wlan.ra_6e:95:b8:26:0f:8b,wlan.ra_70:4f:57:aa:af:b4,wlan.ra_74:c1:7d:ba:22:a2,wlan.ra_7a:ec:1a:b1:8a:0f,wlan.ra_82:a3:fb:8b:c0:d1,wlan.ra_86:15:03:11:13:8a,wlan.ra_aa:fb:e0:77:a1:c8,wlan.ra_b0:10:41:11:9c:85,wlan.ra_b0:4e:26:ec:47:62,wlan.ra_c6:dd:b1:a7:4c:75,wlan.ra_d6:22:00:0a:45:36,wlan.ra_fa:70:03:6b:89:81,wlan.ra_ff:ff:ff:ff:ff:ff,wlan.da_01:00:5e:00:00:16,wlan.da_01:00:5e:00:00:fb,wlan.da_01:00:5e:7f:ff:fa,wlan.da_02:d6:f4:b5:b9:7b,wlan.da_1a:ca:97:a6:3f:f2,wlan.da_33:33:00:00:00:0c,wlan.da_33:33:00:00:00:16,wlan.da_33:33:00:00:00:fb,wlan.da_33:33:ff:06:6e:9e,wlan.da_33:33:ff:24:56:64,wlan.da_33:33:ff:53:a9:67,wlan.da_3c:15:c2:d6:bf:b6,wlan.da_48:8e:ef:b4:10:01,wlan.da_48:8e:ef:b4:10:08,wlan.da_4a:fa:06:63:b9:0b,wlan.da_4c:eb:bd:07:f4:b1,wlan.da_52:a2:0c:a1:47:6d,wlan.da_56:f7:45:6b:50:ff,wlan.da_5a:1d:ec:42:9e:4a,wlan.da_74:c1:7d:ba:22:a2,wlan.da_7a:ec:1a:b1:8a:0f,wlan.da_82:a3:fb:8b:c0:d1,wlan.da_86:15:03:11:13:8a,wlan.da_b0:10:41:11:9c:85,wlan.da_b0:4e:26:ec:47:62,wlan.da_c6:dd:b1:a7:4c:75,wlan.da_d6:22:00:0a:45:36,wlan.da_fa:70:03:6b:89:81,wlan.da_ff:ff:ff:ff:ff:ff
43,42,1,802.11,1351,42,9.245e-06,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
44,43,1,802.11,1351,42,0.003730935,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
45,44,1,802.11,1351,42,0.000322752,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
46,45,1,802.11,1351,42,0.001149679,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47,46,1,802.11,1351,42,6.903e-06,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,47,1,802.11,1351,42,3.858e-06,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
49,48,1,802.11,1351,42,0.000590306,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,49,1,802.11,1351,42,0.005920522,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,50,1,802.11,0,36,0.001662082,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
52,51,1,802.11,1351,42,0.00018951,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,52,1,802.11,1351,42,0.000274926,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,53,1,802.11,1351,42,0.000337283,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
55,54,1,802.11,1351,42,0.001543698,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
56,55,1,802.11,1351,42,7.766e-06,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,56,1,802.11,1351,42,0.000485672,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,57,1,802.11,1351,42,0.000218584,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,58,1,802.11,1351,42,0.000784224,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60,59,1,802.11,1351,42,0.00099737,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61,60,1,802.11,1351,42,0.000522665,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
62,61,1,802.11,1351,42,0.000207748,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
63,62,1,802.11,1351,42,0.000393675,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
64,63,1,802.11,0,36,0.003828136,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
65,64,1,802.11,0,36,0.002579914,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
66,65,1,802.11,1351,42,0.003504301,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
67,66,1,802.11,1351,42,0.000299217,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
